namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	160	77	84	19	4	2	3	4	40	2	3	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1165	643	564	68	76	27	91	39	298	5	39	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1488	877	646	124	123	57	117	46	364	15	31	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1304	96	176	1514	873	703	93	150	45	86	54	367	24	54	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	830	108	104	1021	603	439	58	68	33	69	25	310	9	31	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	276	29	13	318	172	146	25	33	10	15	3	73	2	11	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	416	25	43	484	255	229	31	42	17	34	9	101	4	17	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	383	39	11	422	243	190	18	6	0	0	1	7	70	6	135
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	200	74	44	305	198	120	27	3	14	10	3	135	2	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	134	20	9	163	98	65	25	2	7	2	7	33	20	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	358	28	26	405	212	200	23	7	9	4	6	149	7	6	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	940	578	401	98	12	33	48	19	325	11	32	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	763	143	132	1038	673	365	97	24	20	49	25	424	2	32	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	102	35	26	163	104	59	14	1	2	8	0	77	1	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	156	82	19	251	172	85	3	2	3	3	0	24	86	2	49
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	532	237	325	28	6	1	9	2	39	81	5	66
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	86	14	5	105	50	55	9	3	2	1	1	30	1	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	116	15	11	138	98	44	7	3	6	1	7	71	1	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	78	21	30	129	99	30	20	3	4	3	0	63	3	2	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	455	269	205	37	10	10	30	9	163	3	7	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	218	41	74	333	228	105	34	10	13	10	6	144	4	6	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	178	50	29	257	168	89	27	7	10	5	20	95	1	3	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	328	45	77	450	297	153	25	14	15	22	29	184	1	7	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	179	16	34	226	111	118	7	2	1	2	1	10	56	1	31
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	101	38	20	159	110	49	17	10	3	10	3	61	1	5	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	128	22	9	144	63	96	15	1	2	0	1	44	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1276	607	699	103	22	16	26	32	250	98	24	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	107	26	11	139	82	62	4	1	1	1	1	24	36	2	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	523	34	46	603	306	297	32	6	2	21	12	75	118	15	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	253	106	154	8	2	0	0	0	9	43	20	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	200	119	86	5	1	1	0	0	3	30	0	79
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	154	26	44	224	150	74	22	3	13	9	7	92	2	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	78	16	16	110	52	58	7	6	3	2	2	32	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	149	23	24	196	113	83	8	6	5	8	1	28	27	1	29
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	428	58	77	563	351	212	46	43	21	32	18	184	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	137	21	18	175	94	82	12	1	1	3	3	24	33	1	16
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	833	499	366	59	16	29	59	33	259	6	38	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	649	87	79	815	484	331	48	7	29	48	28	305	5	14	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	133	13	9	151	82	73	8	0	4	16	7	43	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	51	11	11	73	43	30	9	1	2	1	5	25	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	70	15	9	94	54	40	6	2	4	3	1	32	0	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	465	85	128	678	434	244	53	33	27	37	11	240	8	25	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	914	122	151	1179	665	522	106	24	33	82	16	358	7	39	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	127	10	60	197	123	74	32	4	1	7	9	58	1	11	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	907	52	301	1260	624	636	118	22	25	50	18	365	5	21	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	187	38	77	302	214	88	21	44	13	7	9	108	3	9	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	738	506	240	67	99	40	47	22	190	9	32	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	274	52	38	364	206	158	18	20	12	13	3	136	0	4	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	110	8	15	133	63	70	5	3	3	0	0	52	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	474	261	221	38	20	22	15	7	148	2	8	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	260	63	51	368	257	117	45	21	15	23	11	109	3	30	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	701	56	143	895	536	364	60	20	36	25	11	365	2	17	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	653	63	117	833	482	351	56	24	39	28	12	308	0	15	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	136	21	33	190	121	69	17	7	10	12	4	67	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	506	33	106	642	346	299	64	31	25	13	12	197	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	524	38	153	703	405	310	47	23	46	44	14	219	0	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	59	21	7	87	57	30	8	3	5	2	1	36	1	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	86	17	4	107	59	48	4	1	8	0	0	38	0	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	75	17	18	110	67	43	2	1	1	0	1	5	28	0	29
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	870	388	514	67	18	22	27	3	230	3	18	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	546	32	139	717	426	291	60	25	10	27	18	263	4	19	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	671	32	187	890	495	395	98	37	20	47	7	265	1	20	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	564	124	126	762	471	343	48	24	42	41	12	283	3	18	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	936	474	482	45	11	52	35	13	306	5	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	546	87	185	804	447	371	72	22	42	66	13	212	6	14	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	630	115	119	864	522	342	57	10	38	61	20	319	9	8	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	910	400	556	40	17	32	40	11	248	5	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	107	17	49	173	104	69	13	2	8	5	5	63	1	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	78	24	23	125	90	35	12	6	2	2	3	58	2	4	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	543	78	162	783	454	329	91	12	37	31	42	208	10	23	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	147	29	53	225	133	96	16	4	12	7	4	87	3	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	189	21	71	281	165	116	28	24	11	19	8	58	7	10	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	10	9	3	22	15	7	2	1	4	0	0	7	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	30	6	4	40	24	16	5	0	2	1	1	14	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	455	236	230	28	2	12	9	1	173	4	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	171	16	21	208	131	77	22	0	27	7	2	68	2	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	58	26	42	126	94	32	12	0	1	4	4	64	1	8	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	56	11	8	75	33	42	9	1	7	4	0	9	2	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	74	12	4	90	39	51	13	1	5	0	0	20	0	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	834	89	184	1104	600	507	110	37	24	57	35	319	4	14	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	404	88	47	492	302	237	40	29	22	21	13	162	3	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	362	91	87	535	364	176	44	25	17	28	11	230	1	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	384	42	46	458	260	212	15	4	30	7	7	158	5	33	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	769	424	363	58	100	15	53	20	135	7	35	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	50	11	16	77	56	21	9	2	2	2	2	37	1	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	358	84	64	506	370	136	55	27	19	39	7	208	2	13	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	125	18	11	153	102	52	1	1	0	2	0	2	40	4	52
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	415	134	7	504	324	232	13	2	0	1	0	0	7	0	301
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1123	186	46	1355	757	598	39	2	3	18	7	91	204	10	383
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	244	38	64	335	176	170	70	4	8	3	2	86	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	163	18	14	193	118	77	9	5	2	0	0	15	35	2	50
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	635	83	37	755	337	418	33	18	13	17	4	77	68	74	33
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	86	26	3	115	78	37	7	1	2	0	0	4	4	0	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	280	185	111	56	1	17	2	3	103	2	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	326	47	43	407	222	194	99	5	7	7	0	95	5	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	39	27	24	3	11	1	0	0	11	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	35	5	10	50	29	21	9	1	0	1	0	12	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	195	49	60	293	175	129	40	1	5	3	3	119	1	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	173	51	28	252	182	70	27	6	2	12	4	123	0	8	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	196	21	51	268	184	84	10	11	14	19	7	119	0	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	780	47	195	1013	502	520	108	19	27	17	25	265	12	28	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	638	95	159	892	483	409	68	28	31	19	22	276	17	21	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	768	99	241	1088	583	525	102	35	37	18	28	319	11	33	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	699	65	150	898	462	452	73	14	25	36	29	241	24	20	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	846	41	231	1109	592	526	90	13	28	26	31	357	21	26	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	673	61	168	881	469	433	79	19	18	15	16	298	9	14	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	814	95	163	1017	420	652	70	16	25	27	22	219	9	32	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1044	343	723	61	14	18	8	4	217	13	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	917	537	407	72	30	21	22	50	271	25	43	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	473	272	210	66	45	12	5	6	130	3	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	677	56	150	870	456	427	71	10	27	20	13	285	18	11	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	267	204	75	38	4	16	14	11	85	14	22	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	588	415	186	61	76	25	24	26	178	3	22	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	160	13	16	189	86	103	5	1	0	0	3	10	33	1	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	391	216	188	25	11	19	12	13	131	3	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	626	13	8	647	345	302	6	2	1	0	0	15	58	0	263
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	615	36	29	669	432	248	6	0	0	5	2	15	105	3	296
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1003	66	64	1011	310	823	19	15	10	10	11	124	64	15	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	447	101	346	57	44	444	234	213	15	5	3	6	11	69	53	21	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	555	106	449	50	56	517	262	293	15	11	2	11	21	102	46	15	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	148	505	51	97	636	383	270	26	18	23	18	24	74	79	24	97
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	216	57	172	17	40	229	120	109	11	6	14	5	6	75	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	677	174	517	77	97	691	371	320	28	7	18	7	19	141	77	28	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	999	188	811	66	122	992	466	533	58	10	14	25	14	216	80	14	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1020	187	833	72	115	991	617	403	29	20	19	29	33	168	126	41	152
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	191	866	70	121	1039	480	577	41	11	21	26	22	156	132	16	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	189	37	152	20	17	189	56	133	6	1	0	3	1	23	10	1	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	64	181	21	43	245	134	111	20	5	3	3	4	69	19	6	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	792	161	631	73	88	783	424	368	38	10	14	13	23	165	88	18	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	674	136	538	58	78	672	381	293	32	4	12	13	18	132	100	20	50
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	814	227	587	118	109	795	471	343	47	21	19	13	24	166	84	26	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	210	608	101	109	818	494	324	37	23	17	18	36	197	105	20	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	707	135	572	74	61	699	337	370	41	12	9	17	17	122	66	23	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	842	145	697	56	89	841	368	474	46	18	18	12	16	126	78	21	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	782	169	613	47	122	777	409	373	66	9	14	12	13	155	81	19	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	218	923	63	155	1141	536	605	61	13	21	16	27	192	125	25	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	74	417	29	45	450	251	240	17	14	8	16	18	103	35	15	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1159	227	943	56	171	1170	564	606	91	19	17	32	31	210	100	30	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	253	974	72	181	1227	576	651	74	17	34	25	31	161	137	34	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	800	186	614	57	129	776	366	434	47	10	12	16	31	130	69	16	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1052	177	888	80	97	1065	445	620	35	12	10	6	24	132	120	17	89
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	568	70	498	68	2	548	113	455	52	2	4	1	0	6	5	0	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	136	39	97	20	19	125	69	67	6	5	1	1	2	18	28	4	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	49	90	23	26	130	72	67	11	0	4	5	5	43	2	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	116	302	49	67	415	230	188	44	6	12	6	9	148	2	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	182	857	76	106	1019	431	608	60	23	26	12	7	135	85	16	67
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	103	169	38	65	259	195	77	15	2	22	7	4	123	7	14	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	217	72	145	37	35	211	136	81	18	7	5	3	3	97	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	44	68	21	23	112	77	35	19	1	4	2	0	46	1	4	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	420	134	293	71	63	427	295	132	31	37	18	19	7	168	1	14	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	49	264	28	21	313	203	110	9	1	3	1	1	68	28	1	91
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	126	542	50	76	668	364	304	84	19	72	12	2	170	0	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	16	91	7	9	105	43	64	6	1	3	0	2	30	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	12	31	7	5	43	32	11	2	0	3	1	2	23	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	223	71	162	27	44	233	144	89	15	35	26	14	4	41	7	2	0
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	32	78	30	2	110	48	62	9	2	4	0	0	32	1	0	0
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	754	188	566	102	86	737	440	314	62	40	26	36	20	231	6	19	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	67	111	38	29	178	137	41	20	9	7	12	6	74	1	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	133	45	96	22	23	141	73	68	9	1	7	6	8	38	1	3	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	238	699	75	163	919	526	411	35	131	37	71	15	221	4	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	34	289	26	8	318	185	138	4	0	3	4	3	8	19	0	144
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	183	33	150	23	10	183	85	98	9	3	8	2	0	18	26	4	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	831	236	596	62	174	832	526	306	77	63	19	68	18	206	9	66	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	40	60	16	24	100	68	32	12	6	5	0	0	45	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	87	27	63	13	14	90	57	33	5	9	6	2	2	32	0	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	975	273	702	63	210	931	564	411	72	86	16	91	31	192	9	67	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	55	135	41	14	190	109	81	11	3	14	2	3	60	8	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	615	126	489	65	61	614	343	272	22	49	30	16	4	213	4	5	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1061	271	790	110	161	1042	605	456	80	66	30	58	41	285	15	30	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	41	135	14	27	176	115	61	16	6	7	12	6	67	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	265	306	129	136	571	365	206	86	6	11	3	0	255	4	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	150	103	106	44	253	166	87	9	0	6	0	0	149	0	1	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	183	54	131	26	28	185	101	84	11	4	1	0	0	32	32	1	20
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	691	102	589	56	46	671	292	399	37	15	34	9	6	179	4	8	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	133	281	59	74	414	296	118	26	25	17	17	13	175	2	20	1
