namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	337	35	17	94	14	497	148	349	84	64
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	115	4	2	27	6	154	29	125	18	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	442	43	5	56	10	556	141	415	134	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1349	232	1119	186	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	346	102	244	38	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	126	18	9	12	30	195	32	163	18	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	615	28	4	99	9	755	120	635	83	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	70	2	2	29	4	107	29	78	26	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	296	81	218	58	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	416	90	326	47	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	51	32	19	5	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	26	3	5	5	3	42	15	27	5	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	200	6	29	64	5	304	109	195	49	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	244	79	165	51	28
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	170	25	17	41	5	258	72	186	21	51
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	865	21	54	48	34	1022	242	780	47	195
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	698	14	47	114	19	892	254	638	95	159
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	866	29	83	115	18	1108	340	771	99	241
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	728	19	51	94	22	914	215	699	65	150
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	934	31	78	60	16	1118	272	847	41	231
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	737	13	60	82	10	902	229	673	61	168
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	1072	258	815	95	163
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1066	157	909	63	94
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	944	299	646	80	219
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	482	131	351	11	120
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	741	13	56	65	8	883	206	677	56	150
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	142	10	51	58	18	279	107	172	36	71
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	601	226	377	93	133
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	189	29	160	13	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	404	128	277	56	72
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	536	63	4	23	14	637	21	619	13	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	528	56	25	54	18	680	65	616	36	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	1006	16	16	65	30	1133	130	1003	66	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	344	11	23	52	18	447	101	347	57	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	453	9	18	53	22	555	106	449	50	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	653	148	505	51	97
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	216	57	160	17	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	524	11	37	83	23	677	174	504	77	97
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	855	6	45	70	23	999	188	811	66	122
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	801	10	52	103	54	1020	187	833	72	115
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	1057	191	866	70	121
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	161	6	12	4	11	189	37	157	20	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	184	6	17	24	3	234	64	170	21	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	642	9	45	74	22	792	161	631	73	88
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	510	16	38	72	39	674	136	539	58	78
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	610	14	37	109	45	814	227	588	118	109
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	620	10	45	109	31	815	210	605	101	109
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	568	16	34	69	21	707	135	573	74	61
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	719	16	33	43	32	842	145	698	56	89
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	656	10	42	52	24	782	169	615	47	122
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	972	17	51	50	45	1135	218	917	63	155
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	406	4	22	36	23	491	74	417	29	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1002	15	57	54	33	1159	227	934	56	171
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1063	17	57	58	32	1227	253	974	72	181
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	657	11	51	54	27	800	186	614	57	129
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1052	177	894	80	97
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	405	56	0	107	2	568	70	500	68	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	89	12	11	18	6	136	39	97	20	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	139	49	90	23	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	418	116	302	49	67
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1039	182	857	76	106
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	184	11	21	52	4	272	103	169	38	65
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	160	3	12	35	7	217	72	145	37	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	63	2	16	18	4	103	44	59	21	23
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	318	19	19	54	10	420	134	286	71	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	238	14	9	35	11	307	49	258	28	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	531	20	37	65	6	659	126	533	50	76
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	95	7	1	3	1	107	16	91	7	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	22	1	6	13	0	42	12	30	7	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	155	19	16	32	2	223	71	153	27	44
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	93	7	2	3	0	105	32	73	30	2
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	564	21	31	122	16	754	188	566	102	86
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	125	7	3	40	1	176	67	109	38	29
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	98	5	12	18	0	133	45	88	22	23
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	937	238	699	75	163
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	323	34	289	26	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	141	10	2	26	6	183	33	152	23	10
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	624	18	55	67	69	831	236	597	62	174
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	92	40	52	16	24
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	63	4	7	13	1	87	27	61	13	14
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	696	40	77	74	88	975	273	702	63	210
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	122	10	4	45	8	189	55	134	41	14
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	615	126	490	65	61
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	851	21	39	130	20	1061	271	790	110	161
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	139	3	7	14	1	164	41	123	14	27
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	435	13	67	45	1	561	265	296	129	136
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	133	10	21	85	0	249	150	99	106	44
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	183	54	131	26	28
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	633	11	7	38	2	691	102	589	56	46
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	245	19	26	70	12	372	133	239	59	74
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	236	42	36	68	17	398	115	284	40	75
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	402	110	293	26	84
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	669	17	26	80	26	818	183	635	74	109
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1546	473	1077	225	248
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	543	21	46	123	58	791	257	534	131	126
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	727	36	47	141	50	1000	287	714	135	152
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	85	6	6	11	3	111	24	87	13	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	123	18	105	8	10
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	865	269	596	83	186
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	749	18	66	51	21	905	279	626	61	218
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	937	228	710	78	150
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	473	69	406	28	41
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	106	4	2	8	6	126	25	101	11	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	211	6	2	52	15	286	55	231	47	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	540	101	440	46	55
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	222	3	11	34	6	276	46	230	23	23
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	886	241	645	74	167
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	332	15	36	48	22	452	137	316	59	78
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	548	16	69	138	19	790	196	594	74	122
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	272	40	233	20	20
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	546	95	452	43	52
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	515	27	40	59	10	651	185	466	86	99
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	163	17	11	12	10	212	43	170	15	28
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	27	7	3	18	0	55	24	31	17	7
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	131	5	6	18	0	159	40	120	26	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	153	7	3	40	2	205	65	140	44	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	64	3	0	8	1	76	12	64	10	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	248	16	19	77	6	366	149	217	80	69
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	208	65	1	41	2	306	194	123	191	3
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	992	222	774	73	149
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	318	38	8	56	13	433	73	360	50	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	176	10	22	56	7	271	74	197	35	39
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	884	106	778	45	61
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	225	111	16	29	34	415	86	329	43	43
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	165	1	1	9	9	183	12	173	6	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	542	54	18	35	19	668	83	585	35	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	126	29	5	84	6	250	111	139	96	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	78	7	6	26	0	115	37	80	20	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	108	14	7	24	5	157	62	96	31	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	41	3	4	11	1	60	15	45	7	8
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	526	27	14	72	41	680	139	541	65	74
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	207	8	7	50	14	286	45	241	27	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	43	1	2	11	1	58	16	42	12	4
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	831	8	97	87	18	1036	368	673	150	218
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	303	17	8	72	24	424	69	355	65	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	275	28	5	68	68	443	85	359	69	16
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	366	22	31	53	25	497	149	348	58	91
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	842	26	29	130	9	1035	211	825	118	93
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	999	20	31	35	23	1108	217	891	132	85
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	197	5	22	26	2	252	71	181	28	43
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	380	13	28	87	0	508	164	344	71	93
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	383	10	24	36	10	463	100	363	32	68
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	579	19	61	115	22	794	247	549	103	144
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	637	16	65	108	34	860	217	643	84	133
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	597	17	77	70	7	766	220	548	69	151
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	302	17	35	28	5	386	118	269	29	89
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	175	24	24	44	5	272	85	187	24	61
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	698	43	92	302	39	1174	398	776	200	198
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	113	6	6	16	5	146	14	132	8	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	249	10	14	51	6	330	68	262	46	22
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	454	33	9	55	40	591	98	493	53	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	479	19	8	69	34	609	70	539	45	25
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	361	28	11	46	33	479	63	416	44	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	598	22	22	59	37	737	88	650	45	43
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	585	27	17	83	28	740	90	650	49	41
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	800	22	44	61	28	955	106	849	28	78
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	872	54	36	116	60	1138	150	988	63	87
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	480	7	14	75	23	599	87	512	57	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	309	4	13	60	13	399	87	312	65	22
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	75	4	2	18	5	104	22	82	16	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	175	13	12	38	4	242	70	172	34	36
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	169	20	149	14	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	288	12	5	14	6	325	66	259	52	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	960	221	739	85	136
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	229	7	16	54	5	311	97	214	56	41
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	65	3	14	15	3	100	38	62	9	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	226	13	33	40	4	315	89	227	26	63
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	112	5	14	60	2	193	103	90	58	45
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	92	2	9	19	5	127	45	82	14	31
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	341	137	204	85	52
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	285	24	33	90	10	442	120	322	70	50
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	146	77	69	37	40
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	592	16	28	141	9	781	207	579	129	78
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	65	5	5	16	2	93	31	62	21	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	349	82	14	25	7	477	90	387	37	53
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	946	26	110	122	41	1245	396	849	130	266
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	891	22	94	98	24	1129	382	747	120	262
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	337	10	43	47	10	447	122	325	29	93
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	226	5	14	29	5	279	63	216	28	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	151	33	3	15	4	206	29	177	18	11
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	205	20	5	10	2	242	46	196	15	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	515	37	12	55	22	641	57	584	36	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	159	13	2	35	10	219	45	174	35	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	536	99	439	81	18
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	820	25	28	77	5	955	125	830	38	87
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	320	9	17	70	20	436	114	322	59	55
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	743	107	637	61	46
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	290	10	34	32	11	376	74	303	27	47
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	290	7	0	15	31	343	55	288	44	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	311	31	13	158	24	537	188	349	154	34
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	234	6	2	39	4	285	61	224	40	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	112	6	2	16	4	139	38	102	15	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	450	14	50	60	9	582	154	429	55	99
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	128	2	19	16	0	165	44	121	16	28
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	338	2	4	20	16	380	50	330	16	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	706	15	12	50	25	805	108	700	47	61
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	531	22	19	74	29	672	137	538	75	62
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1074	81	1000	12	17	40	12	1081	105	976	31	74
