namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	266	8	28	47	5	354	176	178	15	0	60	52	18	31
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	185	2	4	54	5	250	115	135	14	1	47	28	9	16
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	327	9	19	67	12	434	178	256	11	0	80	28	9	50
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	171	7	5	20	28	231	76	155	6	39	9	15	4	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	92	8	7	35	7	143	78	71	16	0	28	15	7	12
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	132	4	4	19	0	137	45	114	4	0	27	9	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1287	450	853	57	30	101	147	38	77
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	106	6	1	16	17	146	62	84	12	8	23	11	4	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	498	16	10	34	35	593	200	393	12	53	29	54	32	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	237	61	199	31	15	4	6	4	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	198	96	109	7	77	1	7	1	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	177	9	11	20	1	216	93	125	13	0	32	20	10	18
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	91	3	5	7	0	106	32	74	2	0	16	7	3	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	148	14	4	14	15	192	76	119	5	26	16	11	5	13
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	566	261	305	27	1	79	59	18	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	138	10	5	19	4	175	49	127	6	14	5	18	0	6
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	841	378	486	43	1	115	80	58	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	680	20	15	81	10	804	325	481	36	0	124	67	50	48
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	143	2	0	7	3	153	64	91	5	1	18	13	10	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	57	1	2	5	1	66	19	47	3	0	11	4	0	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	62	9	3	6	8	88	41	47	4	0	19	6	7	5
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	499	18	38	95	22	672	296	376	19	0	126	49	46	56
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1157	467	722	45	0	188	96	62	76
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	161	5	14	8	6	194	72	122	11	0	19	18	12	12
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1066	18	114	46	14	1237	407	851	26	1	153	108	36	83
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	192	19	23	30	31	291	168	127	29	0	40	46	24	29
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	746	377	369	47	0	74	91	65	100
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	277	15	11	50	7	360	157	203	14	0	65	32	9	37
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	107	5	10	8	2	132	48	84	6	0	24	10	4	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	481	182	300	20	0	71	27	23	41
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	370	202	172	21	0	62	52	32	35
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	744	16	86	49	6	883	285	616	23	0	149	39	13	61
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	726	8	34	43	8	813	287	532	16	0	138	46	28	59
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	135	5	17	17	4	177	87	91	18	1	40	10	3	15
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	571	13	33	30	10	657	218	439	31	0	78	47	13	49
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	603	11	44	40	13	705	246	465	14	2	98	54	16	62
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	50	7	4	25	0	82	39	47	2	0	23	7	4	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	94	0	1	17	2	114	47	67	4	0	22	11	9	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	75	3	2	14	7	101	35	66	7	23	3	1	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	894	243	660	17	1	106	43	16	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	591	7	29	55	19	682	236	465	23	0	67	57	25	64
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	735	4	67	50	13	869	256	613	16	0	87	47	24	82
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	499	34	87	174	20	759	356	458	43	0	155	80	30	48
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	952	351	604	40	0	150	70	26	65
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	555	28	112	102	23	804	294	526	45	1	86	66	38	58
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	610	18	82	140	8	851	340	518	32	0	147	84	28	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	941	326	629	51	1	163	53	25	33
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	93	8	35	29	6	167	83	88	11	0	20	18	16	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	71	5	17	27	9	129	83	46	19	0	34	19	5	6
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	624	14	53	63	25	779	335	444	28	1	94	85	52	75
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	185	12	14	18	2	231	113	118	10	1	51	20	9	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	212	9	33	13	12	275	116	163	5	0	22	31	20	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	17	0	0	7	0	24	18	6	3	0	10	0	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	35	0	3	5	0	43	24	19	2	0	14	3	3	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	463	174	291	11	0	87	25	30	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	167	5	13	21	1	207	83	124	14	0	39	16	7	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	71	6	15	35	2	129	81	48	5	0	50	12	7	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	50	6	0	7	8	71	29	42	8	1	7	5	1	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	81	1	2	1	1	86	22	64	7	0	3	12	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	929	15	50	103	21	1118	473	645	47	2	149	124	63	88
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	413	21	12	81	19	546	227	319	34	0	86	39	36	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	322	38	42	131	6	539	224	315	36	0	108	31	13	36
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	382	15	15	51	11	474	215	259	17	2	81	26	64	25
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	766	317	470	50	4	49	66	49	99
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	46	8	6	9	4	73	36	37	5	2	17	10	0	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	346	35	17	94	14	506	271	235	30	0	129	30	16	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	121	4	2	27	6	160	83	77	3	55	2	13	3	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	447	43	5	56	10	561	220	341	16	190	1	13	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1341	460	891	24	267	39	86	24	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	340	78	268	6	0	41	20	3	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	131	18	9	12	30	200	65	135	19	29	9	4	1	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	615	28	4	99	9	747	230	525	51	48	45	50	17	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	72	2	2	29	4	109	53	56	0	47	0	2	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	270	94	205	8	3	48	11	4	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	322	8	17	37	34	418	152	266	26	0	75	29	8	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	43	31	20	3	0	6	12	5	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	28	3	5	5	3	44	25	19	1	1	7	8	2	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	200	6	29	64	5	294	97	207	9	0	59	20	3	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	238	123	121	10	0	73	20	5	15
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	170	25	17	41	5	258	116	142	12	0	54	19	6	25
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	865	21	54	48	34	994	324	698	15	2	90	107	41	69
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	697	14	47	114	19	868	317	574	20	1	143	80	33	40
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	866	29	83	115	18	1093	384	727	52	2	152	73	33	72
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	725	19	51	94	22	900	344	567	27	1	136	82	40	58
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	934	31	78	60	16	1099	346	773	24	4	123	95	31	69
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	736	13	60	82	10	894	308	593	25	4	140	68	23	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	1061	301	772	23	1	105	92	33	47
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1066	213	853	14	0	105	53	21	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	922	412	533	26	2	150	109	34	91
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	472	177	305	33	0	52	58	3	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	741	13	56	65	8	859	272	611	23	2	122	72	21	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	257	169	109	21	0	50	47	8	43
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	598	332	271	42	0	108	63	48	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	183	38	151	1	21	7	4	0	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	404	157	248	23	0	55	38	13	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	545	63	4	23	14	649	101	548	11	77	4	8	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	528	56	25	54	18	670	169	512	18	126	4	13	1	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	997	16	16	65	30	1124	247	877	45	27	55	60	33	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	344	11	23	52	18	444	205	243	19	43	37	50	18	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	451	9	18	53	22	520	208	345	33	37	44	30	31	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	627	271	382	42	58	25	57	42	47
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	214	91	126	14	0	36	13	7	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	524	11	37	83	23	660	271	407	39	31	60	60	45	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	853	6	45	70	23	976	296	701	50	18	104	39	34	51
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	800	10	52	103	54	987	426	593	49	112	88	86	50	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	1028	315	742	57	40	61	98	28	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	161	6	12	4	11	189	37	157	20	4	4	5	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	185	6	17	24	3	235	92	143	13	4	34	18	17	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	639	9	45	74	22	777	309	480	38	35	82	72	38	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	510	16	38	72	39	650	262	413	42	42	63	63	26	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	610	14	37	109	45	799	375	440	59	43	96	82	55	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	620	10	45	109	31	796	377	438	50	37	101	77	42	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	568	16	34	69	21	681	241	467	41	22	62	52	31	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	719	16	33	43	32	809	233	610	39	20	46	63	22	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	656	10	42	52	24	751	249	535	49	25	50	61	22	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	972	17	51	50	45	1105	368	767	72	50	45	117	36	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	444	4	22	36	23	529	215	314	28	18	35	72	32	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1002	15	57	54	33	1126	354	807	65	29	64	87	50	59
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1063	17	57	58	32	1201	393	834	86	48	51	110	33	65
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	655	11	51	54	27	784	263	535	53	23	45	81	32	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1043	317	754	57	61	57	84	41	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	407	56	0	107	2	572	82	490	54	15	12	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	134	59	76	25	2	7	10	8	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	139	64	75	13	1	27	15	5	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	406	141	277	16	2	77	11	11	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1022	330	709	83	60	62	65	24	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	184	11	21	52	4	268	142	130	20	1	80	19	7	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	207	92	123	21	0	36	15	6	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	63	2	16	18	4	103	57	46	8	1	31	7	3	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	323	19	19	54	10	425	210	215	18	0	97	28	23	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	241	14	9	35	11	310	123	187	3	63	46	6	1	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	540	20	37	65	6	668	237	431	23	1	116	40	20	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	97	7	1	3	1	109	19	90	5	0	12	1	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	26	1	6	13	0	46	24	22	4	0	9	2	0	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	160	19	16	32	2	229	112	117	24	0	24	18	17	29
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	98	7	2	3	0	110	47	63	4	0	39	0	3	1
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	734	332	421	47	2	127	50	25	81
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	128	7	3	40	1	179	80	99	3	0	32	15	13	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	100	5	12	18	0	135	52	83	8	1	17	10	6	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	924	455	482	63	2	98	102	51	139
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	323	105	218	5	78	8	12	1	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	141	10	2	26	6	181	72	113	8	13	23	11	6	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	687	18	55	67	69	896	440	456	43	2	101	82	89	123
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	87	40	52	12	0	21	2	2	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	72	4	7	13	1	97	50	47	13	0	9	11	8	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	886	427	547	51	0	71	115	71	119
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	122	10	4	45	8	189	88	101	9	0	36	23	11	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	608	245	371	51	0	92	30	22	50
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	849	21	39	130	20	1059	431	628	56	2	126	123	45	79
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	147	3	7	14	1	172	75	97	11	1	30	13	8	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	437	13	67	45	1	563	256	307	16	0	181	24	10	25
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	139	10	21	85	0	255	135	120	5	0	117	4	4	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	185	73	112	11	28	12	16	3	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	683	227	463	16	1	115	46	20	29
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	296	19	26	70	12	423	239	184	17	1	115	58	16	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	242	42	36	68	17	405	185	220	22	0	54	24	6	79
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	391	174	229	20	0	61	26	15	52
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	813	388	429	21	1	76	110	95	85
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1499	833	717	83	0	151	204	151	244
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	542	21	46	123	58	747	439	351	28	0	127	95	82	107
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	727	36	47	141	50	992	501	500	55	1	98	116	99	132
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	85	6	6	11	3	100	89	22	14	2	40	17	8	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	123	21	102	3	3	9	3	0	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	848	360	505	69	1	90	66	52	82
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	748	18	66	51	21	892	417	487	50	0	105	106	64	92
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	922	428	510	50	0	104	107	59	108
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	421	122	353	9	10	31	44	13	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	111	4	2	8	6	131	43	88	5	0	12	14	2	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	211	6	2	52	15	284	114	172	4	97	2	8	0	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	484	206	335	15	1	90	42	24	34
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	232	3	11	34	6	286	121	165	10	0	40	22	18	31
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	871	377	509	30	0	148	84	50	65
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	345	15	36	48	22	466	238	228	27	0	56	66	33	56
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	547	16	69	138	19	786	331	458	50	1	107	63	40	70
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	268	76	197	8	17	29	14	1	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	527	184	363	6	1	63	23	75	16
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	529	27	40	59	10	665	315	350	33	1	130	58	38	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	163	17	11	12	10	202	49	164	7	31	1	8	1	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	31	7	3	18	0	59	35	24	6	0	22	0	4	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	135	5	6	18	0	164	67	97	10	0	31	13	10	3
